ID,GioiTinh,NamHoc,Nganh,ThoiGian,ChiPhi,CSVC1,CSVC2,CSVC3,CSVC4,CSVC5,AN1,AN2,AN3,AN4,HT1,HT2,HT3,HT4,NV1,NV2,NV3,NV4,CLDV1,CLDV2,CLDV3,CLDV4,HL1,HL2,HL3,HL4
SV126,2,2,4,1,3,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,5.0,,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,
SV127,2,2,5,2,2,4.0,,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,,4.0,3.0,4.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0
SV128,2,2,3,2,2,,3.0,2.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,,4.0,4.0,3.0,4.0,3.0,3.0
SV129,1,1,1,3,2,,3.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,,3.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0
SV130,2,2,3,1,1,,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0
SV131,1,1,5,1,2,2.0,4.0,,4.0,3.0,4.0,2.0,3.0,4.0,4.0,4.0,,4.0,4.0,3.0,,5.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0
SV132,1,2,5,1,2,3.0,4.0,3.0,2.0,2.0,4.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,2.0,3.0
SV133,1,2,3,2,3,4.0,5.0,5.0,,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,2.0,3.0,3.0,3.0,3.0,5.0,,5.0,2.0,2.0,,2.0
SV134,1,2,1,2,1,5.0,4.0,,4.0,,4.0,4.0,3.0,4.0,2.0,2.0,,2.0,5.0,5.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,3.0,3.0
SV135,2,3,3,2,1,3.0,3.0,3.0,2.0,3.0,,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0
SV136,1,1,5,3,2,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,,4.0,3.0,3.0,4.0,5.0,4.0,5.0,5.0,,5.0,3.0,4.0,4.0,4.0,4.0
SV137,1,4,5,1,1,4.0,,3.0,4.0,2.0,,4.0,4.0,5.0,3.0,4.0,,4.0,3.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0
SV138,2,3,1,2,1,,4.0,3.0,4.0,,4.0,4.0,3.0,5.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,4.0,3.0,5.0,5.0,,3.0,4.0,3.0
SV139,2,4,2,1,1,5.0,4.0,4.0,5.0,2.0,4.0,5.0,4.0,4.0,,4.0,5.0,3.0,2.0,3.0,2.0,1.0,4.0,4.0,3.0,5.0,3.0,4.0,2.0,3.0
SV140,2,4,3,1,2,5.0,5.0,,5.0,5.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,,1.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0
SV141,2,1,1,2,1,4.0,4.0,4.0,4.0,3.0,2.0,,,2.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,4.0,,2.0,2.0,3.0
SV142,2,2,5,1,1,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,2.0,2.0
SV143,1,1,1,2,1,,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,,4.0,4.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0
SV144,2,3,4,2,3,5.0,4.0,,4.0,4.0,,5.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,5.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0
SV145,2,3,5,2,2,4.0,4.0,,3.0,2.0,5.0,4.0,,3.0,4.0,3.0,4.0,5.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0
SV146,1,1,4,2,1,3.0,4.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,2.0,,5.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0
SV147,1,4,4,2,1,4.0,3.0,3.0,5.0,3.0,3.0,3.0,4.0,,4.0,5.0,4.0,2.0,4.0,,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0
SV148,1,1,2,2,2,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,3.0,3.0,5.0,3.0,2.0,3.0
SV149,2,2,5,1,1,5.0,4.0,4.0,5.0,5.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,,4.0,4.0,5.0,4.0
SV150,1,3,3,1,2,3.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,,3.0,3.0,4.0,5.0,2.0,3.0,4.0,,5.0,4.0,5.0,5.0,1.0,,3.0,
SV151,1,1,1,2,1,3.0,,3.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,,2.0
SV152,2,3,2,3,3,3.0,2.0,3.0,2.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,,4.0,4.0
SV153,2,3,2,1,1,1.0,3.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,2.0
SV154,1,1,3,2,2,4.0,5.0,4.0,,3.0,5.0,1.0,4.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0
SV155,2,2,2,3,1,,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,2.0
SV156,1,1,3,3,3,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,4.0,5.0,2.0
SV157,2,3,3,2,3,5.0,4.0,5.0,3.0,3.0,3.0,3.0,,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,,1.0,3.0
SV158,2,1,2,2,2,4.0,3.0,5.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,2.0,3.0,5.0,,2.0,3.0,3.0,4.0,5.0,4.0,4.0,2.0,3.0,3.0,2.0
SV159,1,4,4,2,1,3.0,4.0,,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,5.0,3.0,4.0,,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0
SV160,2,4,2,3,1,3.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,,3.0,3.0,2.0,2.0
SV161,2,1,4,1,2,4.0,3.0,,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0
SV162,2,2,2,3,2,3.0,4.0,3.0,4.0,3.0,3.0,3.0,,1.0,4.0,5.0,3.0,2.0,,4.0,4.0,,4.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0
SV163,2,3,5,1,1,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,3.0
SV164,2,3,2,3,1,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,,4.0,3.0,3.0,,4.0,3.0,2.0,,4.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0
SV165,1,2,1,1,1,4.0,5.0,4.0,4.0,,4.0,2.0,3.0,5.0,3.0,4.0,4.0,,4.0,4.0,3.0,3.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0
SV166,2,1,1,1,2,2.0,3.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,2.0,1.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,,2.0,1.0,3.0
SV167,2,1,5,1,2,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0
SV168,2,4,5,2,2,5.0,4.0,4.0,3.0,3.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0
SV169,1,2,2,1,2,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,2.0,4.0,5.0,4.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0
SV170,2,4,4,1,1,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,,1.0,3.0,4.0,3.0,1.0,4.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0
SV171,1,2,3,2,1,3.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0
SV172,2,4,1,2,1,4.0,3.0,4.0,4.0,2.0,3.0,,3.0,3.0,,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,,2.0,2.0,2.0,2.0
SV173,1,1,3,3,2,,3.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,5.0
SV174,2,1,4,3,1,2.0,4.0,3.0,2.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,,4.0,,4.0,4.0,,2.0,2.0,2.0,2.0,2.0
SV175,2,4,5,2,1,,,3.0,3.0,3.0,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,2.0
SV176,2,4,5,1,1,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,1.0,4.0,4.0,3.0,4.0,5.0,4.0,,2.0,3.0,,2.0,3.0,3.0,1.0,2.0
SV177,2,2,1,1,1,4.0,3.0,3.0,5.0,3.0,,3.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,2.0
SV178,1,2,2,3,2,4.0,4.0,3.0,4.0,2.0,5.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,3.0,5.0,5.0,,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0
SV179,2,2,3,1,1,3.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0
SV180,2,2,1,2,1,4.0,4.0,3.0,2.0,4.0,3.0,,5.0,4.0,4.0,3.0,4.0,3.0,,4.0,5.0,5.0,5.0,4.0,,3.0,,2.0,2.0,2.0
SV181,1,1,3,3,2,5.0,5.0,5.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,,3.0,1.0,3.0,2.0,1.0
SV182,1,4,1,3,1,4.0,4.0,4.0,4.0,3.0,,4.0,5.0,5.0,4.0,,3.0,5.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0
SV183,1,1,1,2,1,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,,,4.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0
SV184,2,3,1,2,1,4.0,3.0,3.0,4.0,3.0,,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,,5.0,5.0,3.0,5.0,4.0,2.0
SV185,2,1,2,2,2,3.0,5.0,4.0,5.0,4.0,5.0,3.0,5.0,4.0,2.0,3.0,,2.0,,5.0,4.0,5.0,5.0,5.0,4.0,4.0,,3.0,3.0,4.0
SV186,2,1,4,3,1,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,4.0,3.0,3.0,,3.0,3.0
SV187,1,3,1,1,2,5.0,5.0,,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,2.0,2.0
SV188,2,2,5,1,3,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,2.0
SV189,1,3,2,2,2,2.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,5.0,,4.0
SV190,2,1,1,1,1,4.0,,5.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,,4.0,4.0,4.0,4.0,2.0,4.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0
SV191,1,4,2,2,2,5.0,5.0,5.0,5.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,,4.0,,4.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0
SV192,2,3,4,2,1,3.0,,3.0,4.0,,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0
SV193,2,4,1,3,1,4.0,3.0,3.0,5.0,3.0,3.0,4.0,3.0,,5.0,4.0,3.0,4.0,4.0,4.0,4.0,,5.0,5.0,,4.0,3.0,4.0,3.0,3.0
SV194,1,1,1,3,2,,4.0,5.0,3.0,5.0,5.0,3.0,4.0,3.0,1.0,4.0,,1.0,5.0,4.0,5.0,,4.0,4.0,3.0,3.0,5.0,4.0,3.0,2.0
SV195,2,2,5,2,1,4.0,4.0,3.0,3.0,1.0,4.0,,4.0,3.0,3.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0
SV196,2,2,3,3,1,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,5.0,4.0,4.0,4.0,3.0,,3.0,
SV197,1,2,2,1,1,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0
SV198,1,2,4,2,1,3.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,3.0,,4.0,4.0,2.0
SV199,2,1,5,1,1,,,4.0,3.0,3.0,5.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,,5.0,5.0,5.0,3.0,3.0,4.0,5.0,1.0,4.0,3.0,2.0
SV200,1,2,2,3,2,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,5.0,,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0
SV201,1,1,3,3,3,4.0,5.0,3.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,4.0,1.0,3.0,,3.0,3.0,2.0,3.0,2.0,1.0
SV202,2,2,1,3,1,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0
SV203,2,1,2,3,2,3.0,5.0,4.0,2.0,3.0,4.0,5.0,,,4.0,1.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,1.0,4.0
SV204,1,1,3,3,1,4.0,4.0,5.0,3.0,2.0,,4.0,5.0,5.0,3.0,4.0,4.0,2.0,4.0,,3.0,5.0,3.0,4.0,3.0,4.0,1.0,2.0,1.0,2.0
SV205,1,3,1,1,1,2.0,2.0,2.0,3.0,1.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,,3.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0
SV206,2,2,5,3,1,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,,4.0
SV207,2,2,5,2,1,4.0,4.0,3.0,1.0,2.0,3.0,5.0,4.0,4.0,4.0,2.0,2.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0
SV208,2,2,2,2,1,3.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,,4.0,3.0,3.0,4.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,,4.0
SV209,1,3,2,2,1,5.0,4.0,3.0,3.0,,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,2.0
SV210,2,2,1,1,1,4.0,4.0,,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,,5.0,,,5.0,4.0,4.0,4.0,3.0,4.0,3.0
SV211,2,3,3,1,2,4.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0
SV212,1,4,1,1,1,3.0,3.0,3.0,2.0,3.0,,2.0,1.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0
SV213,2,2,2,1,1,4.0,5.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,4.0,2.0,4.0
SV214,2,4,3,2,1,4.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0
SV215,1,3,4,3,2,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0
SV216,1,1,3,2,1,,3.0,4.0,5.0,,4.0,4.0,5.0,4.0,3.0,4.0,3.0,,,,4.0,5.0,2.0,,3.0,2.0,3.0,3.0,2.0,2.0
SV217,2,2,2,2,2,5.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,1.0,
SV218,1,3,4,2,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0
SV219,1,4,4,2,1,2.0,4.0,,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,2.0,4.0,
SV220,1,2,4,1,3,4.0,4.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0
SV221,1,1,3,3,1,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,,4.0,3.0,,5.0,5.0,5.0,2.0,5.0,3.0,,5.0,3.0,4.0,3.0,4.0,2.0
SV222,1,2,5,1,1,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,1.0
SV223,2,1,2,2,1,,3.0,2.0,4.0,3.0,4.0,5.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,,2.0,1.0
SV224,1,3,5,3,3,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,,,3.0,,3.0,2.0,5.0,4.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0
SV225,1,2,2,2,2,3.0,4.0,,4.0,3.0,4.0,4.0,5.0,5.0,2.0,,2.0,3.0,4.0,4.0,,4.0,,5.0,3.0,3.0,3.0,3.0,4.0,2.0
SV226,2,3,2,3,2,5.0,4.0,,4.0,3.0,3.0,3.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,,5.0,3.0,3.0,3.0,4.0,,4.0,3.0
SV227,1,4,3,1,3,5.0,5.0,5.0,3.0,5.0,,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,,5.0,5.0,5.0,4.0,5.0,3.0,2.0
SV228,2,3,3,3,1,4.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,,4.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,,3.0,
SV229,1,3,4,2,3,3.0,4.0,3.0,4.0,3.0,,4.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,,3.0,3.0,4.0,4.0,2.0,2.0,2.0
SV230,1,3,2,3,1,3.0,5.0,1.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,,5.0,4.0,5.0,5.0,5.0,3.0,4.0,,3.0,2.0
SV231,1,4,5,2,2,3.0,3.0,2.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,,3.0,4.0,3.0,2.0,2.0
SV232,2,4,2,3,1,4.0,3.0,3.0,5.0,1.0,4.0,4.0,4.0,4.0,3.0,,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0
SV233,1,1,3,3,1,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0
SV234,2,2,5,2,3,4.0,5.0,5.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0
SV235,1,1,3,3,1,3.0,2.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,,2.0,2.0
SV236,2,4,4,2,3,,4.0,3.0,4.0,3.0,,4.0,3.0,4.0,3.0,4.0,,4.0,4.0,4.0,3.0,4.0,4.0,4.0,,4.0,3.0,4.0,2.0,
SV237,2,3,5,2,1,3.0,2.0,,,2.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,,1.0,3.0,,3.0,2.0,4.0,2.0,3.0,2.0,3.0
SV238,1,2,5,3,2,3.0,3.0,4.0,2.0,5.0,5.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,,4.0,4.0,3.0,4.0,,4.0,4.0,2.0,5.0,2.0,3.0
SV239,2,1,3,2,3,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,,2.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,,3.0
SV240,1,2,3,2,1,3.0,4.0,3.0,4.0,4.0,3.0,3.0,,5.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,,4.0,4.0,,3.0,3.0,4.0,2.0,2.0
SV241,1,3,1,1,3,,5.0,2.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0,,3.0
SV242,1,1,3,1,2,3.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,3.0,3.0,5.0,,5.0,3.0,4.0,4.0,4.0,3.0,2.0,3.0
SV243,2,1,5,3,2,4.0,2.0,3.0,3.0,,,4.0,3.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,4.0,3.0,5.0,5.0,,3.0,3.0,2.0
SV244,2,4,3,2,1,2.0,5.0,5.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0
SV245,1,3,2,2,2,5.0,5.0,5.0,5.0,4.0,3.0,,4.0,5.0,4.0,3.0,3.0,3.0,4.0,,3.0,4.0,5.0,5.0,5.0,5.0,4.0,2.0,5.0,5.0
SV246,2,1,1,1,2,3.0,3.0,2.0,3.0,2.0,4.0,5.0,4.0,,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0
SV247,2,2,2,2,1,2.0,,2.0,3.0,2.0,4.0,2.0,4.0,3.0,5.0,5.0,5.0,5.0,,5.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,4.0,2.0
SV248,1,4,2,3,1,4.0,5.0,,5.0,4.0,4.0,5.0,4.0,,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0
SV249,2,3,5,3,1,5.0,5.0,4.0,4.0,5.0,3.0,1.0,4.0,3.0,,4.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,4.0,,3.0,4.0,2.0
SV250,2,3,3,1,3,4.0,5.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,,,3.0,2.0,4.0,3.0,3.0,3.0,2.0,
